2011. január 1.,,,2011. január 1.,2011. január 1.,,,2011. január 1.,,2011. január 1.,,,,2011. január 1.,,,,,,,,,,,,
Helység,,,Megye megnevezése ,Kistérség ,,,Körjegyzőség,,Terület  (hektár),Lakó-népesség,Lakások száma,Becsült terület-adatokkal,Kisebbségi önkormányzat,,,,,,,,,,,,
megnevezése,KSH kódja,jogállása,,kódja,neve,székhelye,kódja,székhelye,,,,,bolgár  ,cigány  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
Mezőkomárom,05689,község,Fejér,3703,Enyingi,Enying,4,Helyben,2905,924,413,,,,,,,,,,,,,,
Mezőkovácsháza,30322,város,Békés,3402,Mezőkovácsházai,Mezőkovácsháza,1,–,6259,6085,2960,,,,,,,,,1,,,,,
Mezőkövesd,19433,város,Borsod-Abaúj-Zemplén,3505,Mezőkövesdi,Mezőkövesd,3,Helyben,10049,16607,7566,,,1,,,,,,,,,,,
Mezőladány,32656,község,Szabolcs-Szatmár-Bereg,4504,Kisvárdai,Kisvárda,1,–,1404,990,362,,,1,,,,,,,,,,,
Mezőlak,23560,község,Veszprém,4904,Pápai,Pápa,4,Helyben,2158,1040,391,,,1,,,,,,,,,,,
Mezőnagymihály,18379,község,Borsod-Abaúj-Zemplén,3505,Mezőkövesdi,Mezőkövesd,4,Helyben,6187,1021,539,,,,,,,,,,,,,,
Mezőnyárád,11749,község,Borsod-Abaúj-Zemplén,3505,Mezőkövesdi,Mezőkövesd,1,–,1407,1548,693,,,,,,,,,,,,,,
Mezőörs,12812,község,Győr-Moson-Sopron,3802,Győri,Győr,4,Helyben,4847,1019,337,,,,,,,,,,,,,,
Mezőpeterd,31033,község,Hajdú-Bihar,3902,Berettyóújfalui,Berettyóújfalu,6,Mezősas,1823,505,270,,,1,,,,,,1,,,,,
Mezősas,18847,község,Hajdú-Bihar,3902,Berettyóújfalui,Berettyóújfalu,4,Helyben,2639,595,310,,,1,,,,,,1,,,,,
Mezőszemere,25089,község,Heves,4003,Füzesabonyi,Füzesabony,4,Helyben,2148,1233,615,,,,,,,,,,,,,,
Mezőszentgyörgy,06576,község,Fejér,3703,Enyingi,Enying,1,–,2712,1309,468,,,,,,,,,,,,,,
Mezőszilas,29036,község,Fejér,3706,Sárbogárdi,Sárbogárd,4,Helyben,6497,2042,843,,,,,,,,,,,,,,
Mezőtárkány,31662,község,Heves,4003,Füzesabonyi,Füzesabony,4,Helyben,4064,1600,738,,,1,,,,,,,,,,,
Mezőtúr,04260,város,Jász-Nagykun-Szolnok,4607,Mezőtúri,Mezőtúr,3,Helyben,28972,17620,7824,,,,,,,,,,,,,,
Mezőzombor,03443,község,Borsod-Abaúj-Zemplén,3509,Szerencsi,Szerencs,1,–,3878,2434,902,,,1,,,,,,,,,,,
Miháld,27526,község,Zala,5009,Zalakarosi,Zalakaros,4,Helyben,2164,851,378,,,,,,,,,,,,,,
Mihályfa,02130,község,Zala,5006,Zalaszentgróti,Zalaszentgrót,4,Helyben,1207,384,182,,,,,,,,,,,,,,
Mihálygerge,13222,község,Nógrád,4205,Salgótarjáni,Salgótarján,4,Helyben,1106,569,309,,,1,,,,,,,,,,,
Mihályháza,04668,község,Veszprém,4904,Pápai,Pápa,6,Kemeneshőgyész,2152,737,317,,,1,,,,,,,,,,,
Mihályi,21980,község,Győr-Moson-Sopron,3803,Kapuvár-Beledi,Kapuvár,4,Helyben,1628,1058,475,,,,,,,,,,,,,,
Mike,20905,község,Somogy,4411,Kadarkúti,Kadarkút,4,Helyben,3241,641,251,,,1,,,,,,,,,,,
Mikebuda,24466,község,Pest,4302,Ceglédi,Cegléd,6,Albertirsa,4217,697,352,,,,,,,,,,,,,,
Mikekarácsonyfa,22141,község,Zala,5002,Lenti,Lenti,6,Barlahida,850,269,146,,,,,,,,,,,,,,
Mikepércs,24217,község,Hajdú-Bihar,3903,Debreceni,Debrecen,1,–,3693,4388,1260,,,1,,,,,,,,,,,
Miklósi,33376,község,Somogy,4409,Tabi,Tab,4,Helyben,1047,232,124,,,,,,,,,,,,,,
Mikófalva,31282,község,Heves,4007,Bélapátfalvai,Bélapátfalva,6,Balaton,1441,731,317,,,,,,,,,,,,,,
Mikóháza,24253,község,Borsod-Abaúj-Zemplén,3508,Sátoraljaújhelyi,Sátoraljaújhely,4,Helyben,1692,572,238,,,1,,,,,,,1,,1,,
Mikosszéplak,30599,község,Vas,4809,Vasvári,Vasvár,6,Csehimindszent,1866,321,159,,,,,,,,,,,,,,
Milejszeg,02662,község,Zala,5005,Zalaegerszegi,Zalaegerszeg,6,Csonkahegyhát,908,364,162,,,,,,,,,,,,,,
Milota,31750,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,6,Tiszakóród,1539,816,322,,,1,,,,,,,,,,,
Mindszent,21555,város,Csongrád,3602,Hódmezővásárhelyi,Hódmezővásárhely,1,–,5935,6772,3182,,,1,,,,,,,,,,,
Mindszentgodisa,16285,község,Baranya,3203,Sásdi,Sásd,4,Helyben,2297,874,386,,,1,,,,1,,,,,,,
Mindszentkálla,04534,község,Veszprém,4906,Tapolcai,Tapolca,6,Kékkút,1084,289,144,,,,,,,,,,,,,,
Misefa,04756,község,Zala,5008,Pacsai,Pacsa,6,Nagykapornak,651,298,120,,,,,,,,,,,,,,
Miske,30632,község,Bács-Kiskun,3303,Kalocsai,Kalocsa,4,Helyben,4227,1683,758,,,,,,,1,,,,,1,,
Miskolc,30456,"megyeszékhely, megyei jogú város",Borsod-Abaúj-Zemplén,3501,Miskolci,Miskolc,1,– ,23666,168075,76053,,1,1,1,1,1,1,,,1,1,1,,1
Miszla,02811,község,Tolna,4705,Tamási,Tamási,6,Belecska,3471,271,185,,,,,,,,,,,,,,
Mocsa,26930,község,Komárom-Esztergom,4104,Komáromi,Komárom,1,–,6721,2146,832,,,,,,,,,,,,,,
Mogyoród,17783,nagyközség,Pest,4311,Dunakeszi,Dunakeszi,1,–,3448,6264,2045,,,,,,,,,,,,,,
Mogyorósbánya,28255,község,Komárom-Esztergom,4102,Esztergomi,Esztergom,6,Bajót,732,888,315,,,,,,,1,,,,,1,,
Mogyoróska,10968,község,Borsod-Abaúj-Zemplén,3512,Abaúj-Hegyközi,Gönc,6,Fony,1917,70,73,,,,,,,,,,1,,,,
Moha,25715,község,Fejér,3707,Székesfehérvári,Székesfehérvár,6,Sárkeresztes,988,553,185,,,,,,,,,,,,,,
Mohács,23959,város,Baranya,3202,Mohácsi,Mohács,3,Helyben,11223,18884,8737,,,1,,1,,1,,,,1,,,
Mohora,27915,község,Nógrád,4201,Balassagyarmati,Balassagyarmat,1,–,1595,928,381,,,1,,,,,,,,,,,
Molnári,21014,község,Zala,5003,Letenyei,Letenye,6,Semjénháza,1286,697,272,,,,,1,,,,,,,,,
Molnaszecsőd,03294,község,Vas,4803,Körmendi,Körmend,4,Helyben,1169,433,174,,,,,,,,,,,,,,
Molvány,29522,község,Baranya,3206,Szigetvári,Szigetvár,6,Tótszentgyörgy,1376,188,78,,,,,,,,,,,,,,
Monaj,09016,község,Borsod-Abaúj-Zemplén,3510,Szikszói,Szikszó,6,Homrogd,1157,235,108,,,,,,,,,,,,,,
Monok,07825,község,Borsod-Abaúj-Zemplén,3509,Szerencsi,Szerencs,1,–,4198,1583,807,,,1,,,,,,,,,,,
Monor,10551,város,Pest,4305,Monori,Monor,1,–,4679,18465,6556,*,,1,,,,,,,,,,,
Monorierdő,34397,község,Pest,4305,Monori,Monor,1,–,1507,3582,1355,*,,,,,,,,,,,,,
Mónosbél,31565,község,Heves,4007,Bélapátfalvai,Bélapátfalva,6,Bélapátfalva,1378,440,150,,,,,,,,,,,,,,
Monostorapáti,24040,község,Veszprém,4906,Tapolcai,Tapolca,4,Helyben,2559,1090,476,,,1,,,,,,,,,,,
Monostorpályi,25894,község,Hajdú-Bihar,3908,Derecske-Létavértesi,Létavértes,1,–,4444,2124,963,,,,,,,,,,,,,,
Monoszló,22512,község,Veszprém,4903,Balatonfüredi,Balatonfüred,6,Zánka,746,129,67,,,,,,,,,,,,,,
Monyoród,16027,község,Baranya,3202,Mohácsi,Mohács,6,Szederkény,712,184,99,,,,,1,,1,,,,,,,
Mór,18485,város,Fejér,3705,Móri,Mór,1,–,10861,14247,5690,,,,,,,1,,,,,,,
Mórágy,20701,község,Tolna,4701,Bonyhádi,Bonyhád,4,Helyben,1762,720,281,,,1,,,,1,,,,,,,
Mórahalom,04349,város,Csongrád,3605,Mórahalomi,Mórahalom,1,–,8315,6090,2641,,,,,,,,,,,,,,
Móricgát,34096,község,Bács-Kiskun,3308,Kiskunmajsai,Kiskunmajsa,6,Jászszentlászló,3289,483,378,,,,,,,,,,,,,,
Mórichida,02556,község,Győr-Moson-Sopron,3806,Téti,Tét,4,Helyben,3230,815,363,,,,,,,,,,,,,,
Mosdós,31343,község,Somogy,4404,Kaposvári,Kaposvár,1,–,1695,1007,331,,,1,,,,,,,,,,,
Mosonmagyaróvár,04783,város,Győr-Moson-Sopron,3804,Mosonmagyaróvári,Mosonmagyaróvár,1,–,8411,32493,12818,,,1,,1,,1,,,,,,1,
Mosonszentmiklós,33677,község,Győr-Moson-Sopron,3804,Mosonmagyaróvári,Mosonmagyaróvár,1,–,3071,2270,962,,,,,,,,,,,,,,
Mosonszolnok,28149,község,Győr-Moson-Sopron,3804,Mosonmagyaróvári,Mosonmagyaróvár,4,Helyben,4392,1651,561,,,,,,,,,,,,,,
Mosonudvar,34412,község,Győr-Moson-Sopron,3804,Mosonmagyaróvári,Mosonmagyaróvár,6,Mosonszolnok,125,489,148,,,,,,,,,,,,,,
Mozsgó,29540,község,Baranya,3206,Szigetvári,Szigetvár,4,Helyben,2176,1023,351,,,1,,,,,,,,,,,
Mőcsény,33349,község,Tolna,4701,Bonyhádi,Bonyhád,4,Helyben,1215,347,149,,,,,,,,,,,,,,
Mucsfa,13620,község,Tolna,4701,Bonyhádi,Bonyhád,6,Aparhant,1275,406,150,,,,,,,,,,,,,,
Mucsi,07029,község,Tolna,4705,Tamási,Tamási,6,Szakály,2476,453,219,,,,,,,,,,,,,,
Múcsony,21546,nagyközség,Borsod-Abaúj-Zemplén,3504,Kazincbarcikai,Kazincbarcika,1,–,1754,3165,1211,,,1,,,1,,,1,1,,,,
Muhi,02158,község,Borsod-Abaúj-Zemplén,3501,Miskolci,Miskolc,6,Nyékládháza,962,536,210,,,,,,,,,,,,,,
Murakeresztúr,25210,község,Zala,5004,Nagykanizsai,Nagykanizsa,4,Helyben,1171,1766,693,,,1,,1,,,,,,,,,
Murarátka,07968,község,Zala,5003,Letenyei,Letenye,6,Letenye,1204,256,134,,,1,,,,,,,,,,,
Muraszemenye,33987,község,Zala,5003,Letenyei,Letenye,6,Csörnyeföld,1615,652,297,,,,,,,,,,,,,,
Murga,18917,község,Tolna,4704,Szekszárdi,Szekszárd,6,Kéty,659,52,56,,,,,,,1,,,,,,,
Murony,11989,község,Békés,3407,Békési,Békés,1,–,3570,1268,576,,,,,,,,,,,,,,
Nábrád,19211,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,4,Helyben,1768,872,366,,,,,,,,,,,,,,
Nadap,27599,község,Fejér,3704,Gárdonyi,Gárdony,6,Kápolnásnyék,693,536,246,,,,,,,,,,,,,,
Nádasd,06716,község,Vas,4803,Körmendi,Körmend,4,Helyben,3560,1301,545,,,,,,,,,,,,,,
Nádasdladány,13903,község,Fejér,3707,Székesfehérvári,Székesfehérvár,1,–,2635,1790,632,,,,,,,,,,,,,,
Nádudvar,28103,város,Hajdú-Bihar,3907,Püspökladányi,Püspökladány,1,–,22591,8813,3745,,,1,,,,,,,,,,,
Nágocs,15909,község,Somogy,4409,Tabi,Tab,6,Andocs,2226,656,248,,,,,,,,,,,,,,
Nagyacsád,23551,község,Veszprém,4904,Pápai,Pápa,6,Kemeneshőgyész,1396,646,262,,,,,,,,,,,,,,
Nagyalásony,27979,község,Veszprém,4911,Devecseri,Devecser,4,Helyben,1401,479,216,,,,,,,,,,,,,,
Nagyar,04710,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,6,Túristvándi,1599,692,280,,,1,,,,,,,,,,,
Nagyatád,17941,város,Somogy,4407,Nagyatádi,Nagyatád,1,–,7060,10887,5100,,,1,,1,,,,,,,,,
Nagybajcs,02361,község,Győr-Moson-Sopron,3802,Győri,Győr,1,–,765,909,375,,,,,,,,,,,,,,
Nagybajom,21652,város,Somogy,4411,Kadarkúti,Kadarkút,3,Helyben,10806,3465,1158,,,1,,,,,,,,,,,
Nagybakónak,12760,község,Zala,5004,Nagykanizsai,Nagykanizsa,6,Kisrécse,1794,397,227,,,1,,,,,,,,,,,
Nagybánhegyes,26028,község,Békés,3402,Mezőkovácsházai,Mezőkovácsháza,1,–,4224,1144,794,,,,,,,,,,,,1,,
Nagybaracska,25955,község,Bács-Kiskun,3301,Bajai,Baja,1,–,3795,2230,1030,,,1,,,,,,,,,,,
Nagybarca,29188,község,Borsod-Abaúj-Zemplén,3504,Kazincbarcikai,Kazincbarcika,1,–,1439,1097,355,,,,,,,,,,,,,,
Nagybárkány,16391,község,Nógrád,4202,Bátonyterenyei,Bátonyterenye,1,–,884,647,246,,,,,,,,,,,,,,
Nagyberény,29063,község,Somogy,4408,Siófoki,Siófok,1,–,2314,1367,604,,,1,,,,,,,,,,,
Nagyberki,21449,község,Somogy,4404,Kaposvári,Kaposvár,4,Helyben,2174,1442,530,,,1,,,,,,,,,,,
Nagybörzsöny,14775,község,Pest,4308,Szobi,Szob,1,–,5069,782,351,,,,,,,1,,,,,,,
Nagybudmér,03984,község,Baranya,3202,Mohácsi,Mohács,6,Borjád,1022,207,86,,,,,,,1,,,,,,,
Nagycenk,02495,nagyközség,Győr-Moson-Sopron,3805,Sopron-Fertődi,Sopron,1,–,1945,1920,748,,,,,,,,,,,,,,
Nagycsány,18111,község,Baranya,3204,Sellyei,Sellye,6,Csányoszró,565,155,53,,,,,,,,,,,,,,
Nagycsécs,05582,község,Borsod-Abaúj-Zemplén,3511,Tiszaújvárosi,Tiszaújváros,6,Nyékládháza,983,802,294,,,1,,,,,,,,,,,
Nagycsepely,20598,község,Somogy,4410,Balatonföldvári,Balatonföldvár,6,Kötcse,1980,375,169,,,,,,,,,,,,,,
Nagycserkesz,22743,község,Szabolcs-Szatmár-Bereg,4508,Nyíregyházai,Nyíregyháza,1,–,4148,1754,684,,,,,,,,,,,,,,
Nagydém,10001,község,Veszprém,4904,Pápai,Pápa,6,Lovászpatona,1332,358,158,,,1,,,,,,,,,,,
Nagydobos,21485,község,Szabolcs-Szatmár-Bereg,4505,Mátészalkai,Mátészalka,1,–,2693,2134,753,,,1,,,,,,,,,,,
Nagydobsza,33899,község,Baranya,3206,Szigetvári,Szigetvár,4,Helyben,1323,676,224,,,1,,1,,1,,,,,,,
Nagydorog,18388,nagyközség,Tolna,4703,Paksi,Paks,3,Helyben,4144,2673,1116,,,1,,,,,,,,,,,
Nagyecsed,06488,város,Szabolcs-Szatmár-Bereg,4505,Mátészalkai,Mátészalka,1,–,4385,6120,2396,,,1,,,,,,,,,,,
Nagyér,20914,község,Csongrád,3604,Makói,Makó,1,–,1229,496,269,,,,,,,,,,,,,,
Nagyesztergár,23180,község,Veszprém,4909,Zirci,Zirc,6,Dudar,1829,1224,405,,,,,,,1,,,,,,,
Nagyfüged,26879,község,Heves,4004,Gyöngyösi,Gyöngyös,1,–,2751,1923,749,,,1,,,,,,,,,,,
Nagygeresd,09283,község,Vas,4802,Csepregi,Csepreg,6,Vasegerszeg,940,257,154,,,,,,,,,,,,,,
Nagygörbő,05218,község,Zala,5006,Zalaszentgróti,Zalaszentgrót,6,Óhíd,745,185,115,,,1,,,,,,,,,,,
Nagygyimót,08262,község,Veszprém,4904,Pápai,Pápa,4,Helyben,2344,526,250,,,,,,,,,,,,,,
Nagyhajmás,12858,község,Baranya,3203,Sásdi,Sásd,6,Mágocs,1801,345,148,,,1,,,,1,,,,,,,
Nagyhalász,27155,város,Szabolcs-Szatmár-Bereg,4511,Ibrány-Nagyhalászi,Ibrány,1,–,4431,5586,1968,,,1,,,,,,,,,,,
Nagyharsány,02653,község,Baranya,3205,Siklósi,Siklós,4,Helyben,2601,1538,578,,,,,,,,,,,,,,
Nagyhegyes,09478,község,Hajdú-Bihar,3905,Hajdúszoboszlói,Hajdúszoboszló,1,–,13276,2768,1005,,,,,,,,,,,,,,
Nagyhódos,26976,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,6,Méhtelek,765,111,83,,,,,,,,,,,,,,
Nagyhuta,15468,község,Borsod-Abaúj-Zemplén,3508,Sátoraljaújhelyi,Sátoraljaújhely,6,Pálháza,3506,98,80,,,,,,,,,,,,1,,
Nagyigmánd,22372,nagyközség,Komárom-Esztergom,4104,Komáromi,Komárom,3,Helyben,5139,2988,1181,,,,,,,,,,,,,,
Nagyiván,21689,község,Jász-Nagykun-Szolnok,4605,Tiszafüredi,Tiszafüred,1,–,4316,1166,517,,,1,,,,,,,,,,,
Nagykálló,24785,város,Szabolcs-Szatmár-Bereg,4506,Nagykállói,Nagykálló,1,–,6852,9996,3663,,,1,,,,,,,,,,,
Nagykamarás,04242,község,Békés,3402,Mezőkovácsházai,Mezőkovácsháza,1,–,4305,1404,854,,,1,,,,,,1,,,,,
Nagykanizsa,30933,megyei jogú város,Zala,5004,Nagykanizsai,Nagykanizsa,1,–,14840,49850,21772,,,1,,1,,1,,,,,,,
Nagykapornak,20589,község,Zala,5008,Pacsai,Pacsa,4,Helyben,2441,903,397,,,,,,,,,,,,,,
Nagykarácsony,07001,község,Fejér,3702,Dunaújvárosi,Dunaújváros,1,–,3046,1369,590,,,,,,,,,,,,,,
Nagykáta,13435,város,Pest,4306,Nagykátai,Nagykáta,1,–,8161,12584,5069,,,1,,,,,,,,,,,
Nagykereki,08907,község,Hajdú-Bihar,3902,Berettyóújfalui,Berettyóújfalu,1,–,3727,1185,530,,,1,,,,,,,,,,,
Nagykeresztúr,34281,község,Nógrád,4202,Bátonyterenyei,Bátonyterenye,6,Lucfalva,820,265,101,,,1,,,,,,,,,,,
Nagykinizs,26505,község,Borsod-Abaúj-Zemplén,3510,Szikszói,Szikszó,6,Hernádkércs,662,339,137,,,1,,,,,,,,,,,
Nagykónyi,27182,község,Tolna,4705,Tamási,Tamási,4,Helyben,4788,1111,546,,,1,,,,,,,,,,,
Nagykorpád,32805,község,Somogy,4407,Nagyatádi,Nagyatád,4,Helyben,3342,590,218,,,1,,,,,,,,,,,
Nagykovácsi,09991,nagyközség,Pest,4313,Pilisvörösvári,Pilisvörösvár,1,–,3001,6628,2361,*,,,,,,1,,,,,,,
Nagykozár,10940,község,Baranya,3207,Pécsi,Pécs,4,Helyben,1146,1904,610,,,,,1,,1,,,,,,,
Nagykökényes,24943,község,Heves,4005,Hatvani,Hatvan,6,Heréd,1728,586,259,,,,,,,,,,,,,,
Nagykölked,32920,község,Vas,4803,Körmendi,Körmend,6,Rádóckölked,978,162,72,,,,,,,,,,,,,,
Nagykőrös,19716,város,Pest,4302,Ceglédi,Cegléd,1,–,22794,24691,10455,,,1,,,,,,,,,,,
Nagykörű,15574,község,Jász-Nagykun-Szolnok,4604,Szolnoki,Szolnok,4,Helyben,4281,1632,926,,,1,,,,,,,,,,,
Nagykutas,22178,község,Zala,5005,Zalaegerszegi,Zalaegerszeg,4,Helyben,845,457,180,,,,,,,,,,,,,,
Nagylak,12779,község,Csongrád,3604,Makói,Makó,6,Csanádpalota,469,484,296,,,,,,,,,1,,,,,
Nagylengyel,04455,község,Zala,5005,Zalaegerszegi,Zalaegerszeg,6,Gellénháza,1024,501,198,,,,,,,,,,,,,,
Nagylóc,21102,község,Nógrád,4206,Szécsényi,Szécsény,4,Helyben,3912,1573,722,,,1,,,,,,,,,,,
Nagylók,32364,község,Fejér,3706,Sárbogárdi,Sárbogárd,4,Helyben,3244,1079,461,,,,,,,,,,,,,,
Nagylózs,32939,község,Győr-Moson-Sopron,3805,Sopron-Fertődi,Sopron,1,–,1925,1017,283,,,,,,,,,,,,,,
Nagymágocs,17233,nagyközség,Csongrád,3607,Szentesi,Szentes,1,–,7509,3108,1251,,,,,,,,,,,,,,
Nagymányok,14030,város,Tolna,4701,Bonyhádi,Bonyhád,1,–,1068,2276,924,,,1,,,,1,,,,,,,
Nagymaros,31732,város,Pest,4309,Váci,Vác,1,–,3437,4751,1812,,,1,,,,1,,,,,,,
Nagymizdó,15060,község,Vas,4803,Körmendi,Körmend,6,Szarvaskend,676,123,81,,,,,,,,,,,,,,
Nagynyárád,14650,község,Baranya,3202,Mohácsi,Mohács,4,Helyben,2434,709,331,,,1,,1,,1,,,,,,,
Nagyoroszi,23986,község,Nógrád,4204,Rétsági,Rétság,4,Helyben,4003,2116,854,,,,,,,,,,,,,,
Nagypáli,28468,község,Zala,5005,Zalaegerszegi,Zalaegerszeg,4,Helyben,634,458,177,,,,,,,,,,,,,,
Nagypall,19877,község,Baranya,3208,Pécsváradi,Pécsvárad,4,Helyben,713,428,156,,,,,,,1,,,,,,,
Nagypeterd,27164,község,Baranya,3206,Szigetvári,Szigetvár,4,Helyben,1163,632,225,,,,,,,,,,,,,,
Nagypirit,21403,község,Veszprém,4911,Devecseri,Devecser,6,Tüskevár,1017,266,158,,,,,,,,,,,,,,
Nagyrábé,06309,nagyközség,Hajdú-Bihar,3907,Püspökladányi,Püspökladány,3,Helyben,8542,2013,966,,,1,,,,,,,,,,,
Nagyrada,16513,község,Zala,5009,Zalakarosi,Zalakaros,6,Garabonc,1285,474,205,,,1,,,,,,,,,,,
Nagyrákos,29869,község,Vas,4805,Őriszentpéteri,Őriszentpéter,6,Őriszentpéter,1611,282,151,,,,,,,,,,,,,,
Nagyrécse,14979,község,Zala,5004,Nagykanizsai,Nagykanizsa,4,Helyben,2699,1113,381,,,,,,,,,,,,,,
Nagyréde,31486,község,Heves,4004,Gyöngyösi,Gyöngyös,1,–,3434,3111,1243,,,,,,,,,,,,,,
Nagyrév,06318,község,Jász-Nagykun-Szolnok,4603,Kunszentmártoni,Kunszentmárton,6,Cibakháza,2979,738,433,,,,,,,,,,,,,,
Nagyrozvágy,33181,község,Borsod-Abaúj-Zemplén,3513,Bodrogközi,Cigánd,4,Helyben,2682,612,291,,,,,,,,,,,,,,
Nagysáp,27076,község,Komárom-Esztergom,4101,Dorogi,Dorog,1,–,2477,1535,517,,,,,,,,,,,,,,
Nagysimonyi,26143,község,Vas,4801,Celldömölki,Celldömölk,4,Helyben,1567,984,426,,,,,,,,,,,,,,
Nagyszakácsi,25520,község,Somogy,4406,Marcali,Marcali,6,Tapsony,2137,487,286,,,,,,,,,,,,,,
Nagyszékely,06761,község,Tolna,4705,Tamási,Tamási,6,Tolnanémedi,3670,441,233,,,,,,,,,,,,,,
Nagyszekeres,27988,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,4,Helyben,1051,523,210,,,,,,,,,,,,,,
Nagyszénás,08244,nagyközség,Békés,3403,Orosházai,Orosháza,1,–,9556,5118,2356,,,,,,,,,,,,,,
Nagyszentjános,33543,község,Győr-Moson-Sopron,3802,Győri,Győr,1,–,3030,1803,625,,,,,,,,,,,,,,
Nagyszokoly,13709,község,Tolna,4705,Tamási,Tamási,6,Nagykónyi,2799,866,434,,,1,,,,,,,,,,,
Nagytálya,27605,község,Heves,4001,Egri,Eger,6,Maklár,1319,865,338,,,,,,,,,,,,,,
Nagytarcsa,23409,község,Pest,4304,Gödöllői,Gödöllő,1,–,1214,3738,1232,,,,,,,,,,,,1,,
Nagytevel,25201,község,Veszprém,4904,Pápai,Pápa,6,Homokbödöge,1441,517,229,,,,,,,1,,,,,,,
Nagytilaj,24837,község,Vas,4809,Vasvári,Vasvár,6,Bérbaltavár,1566,124,134,,,,,,,,,,,,,,
Nagytótfalu,28927,község,Baranya,3205,Siklósi,Siklós,6,Nagyharsány,1117,398,127,,,,,,,,,,,,,,
Nagytőke,29179,község,Csongrád,3607,Szentesi,Szentes,6,Szentes,5468,443,232,,,,,,,,,,,,,,
Nagyút,10418,község,Heves,4003,Füzesabonyi,Füzesabony,6,Kompolt,1894,681,337,,,,,,,,,,,,,,
Nagyvarsány,33783,község,Szabolcs-Szatmár-Bereg,4510,Vásárosnaményi,Vásárosnamény,1,–,1255,1448,549,,,,,,,,,,,,,,
Nagyváty,14191,község,Baranya,3206,Szigetvári,Szigetvár,6,Nagypeterd,1267,352,127,,,,,,,,,,,,,,
Nagyvázsony,19196,község,Veszprém,4908,Veszprémi,Veszprém,4,Helyben,7629,1780,684,,,1,,,,1,,,,,,,
Nagyvejke,16452,község,Tolna,4701,Bonyhádi,Bonyhád,6,Aparhant,777,145,81,,,,,,,,,,,,,,
Nagyveleg,23588,község,Fejér,3705,Móri,Mór,6,Balinka,1317,649,285,,,,,,,,,,,,,,
Nagyvenyim,26134,község,Fejér,3702,Dunaújvárosi,Dunaújváros,1,–,4368,4070,1493,,,,,,,,,,,,,,
Nagyvisnyó,28282,község,Heves,4007,Bélapátfalvai,Bélapátfalva,6,Szilvásvárad,4302,935,503,,,,,,,,,,,,,,
Nak,02796,község,Tolna,4702,Dombóvári,Dombóvár,6,Szakcs,2778,558,298,,,1,,,,1,,,,,,,
Napkor,08420,község,Szabolcs-Szatmár-Bereg,4508,Nyíregyházai,Nyíregyháza,1,–,3735,3785,1350,,,,,,,1,,,,,,,
Nárai,17367,község,Vas,4808,Szombathelyi,Szombathely,1,–,1599,1276,449,,,,,,,,,,,,,,
Narda,02042,község,Vas,4808,Szombathelyi,Szombathely,6,Felsőcsatár,1035,502,193,,,,,1,,,,,,,,,
Naszály,20163,község,Komárom-Esztergom,4106,Tatai,Tata,1,–,3022,2345,841,,,,,,,,,,,,,,
Négyes,24156,község,Borsod-Abaúj-Zemplén,3505,Mezőkövesdi,Mezőkövesd,6,Borsodivánka,1733,242,217,,,,,,,,,,,,,,
Nekézseny,28033,község,Borsod-Abaúj-Zemplén,3506,Ózdi,Ózd,6,Csernely,1410,744,343,,,,,,,,,,,,,,
Nemesapáti,06169,község,Zala,5005,Zalaegerszegi,Zalaegerszeg,6,Alsónemesapáti,1037,534,217,,,,,,,,,,,,,,
Nemesbikk,05245,község,Borsod-Abaúj-Zemplén,3511,Tiszaújvárosi,Tiszaújváros,4,Helyben,2410,986,381,,,,,,,,,,,,,,
Nemesborzova,27119,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,6,Nagyszekeres,220,81,45,,,,,,,,,,,,,,
Nemesbőd,24509,község,Vas,4808,Szombathelyi,Szombathely,1,–,914,629,242,,,,,,,,,,,,,,
Nemesbük,32948,község,Zala,5007,Hévízi,Hévíz,4,Helyben,998,676,354,,,,,,,,,,,,,,
Nemescsó,23320,község,Vas,4804,Kőszegi,Kőszeg,6,Lukácsháza,738,304,117,,,,,,,,,,,,,,
Nemesdéd,07913,község,Somogy,4406,Marcali,Marcali,4,Helyben,2661,712,325,,,1,,,,,,,,,,,
Nemesgörzsöny,05652,község,Veszprém,4904,Pápai,Pápa,4,Helyben,1925,693,298,,,,,,,,,,,,,,
Nemesgulács,02787,község,Veszprém,4906,Tapolcai,Tapolca,4,Helyben,835,959,420,,,,,,,,,,,,,,
Nemeshany,05555,község,Veszprém,4905,Sümegi,Sümeg,6,Káptalanfa,1050,415,163,,,,,,,,,,,,,,
Nemeshetés,07658,község,Zala,5005,Zalaegerszegi,Zalaegerszeg,6,Kisbucsa,661,299,195,,,,,,,,,,,,,,
