Település,Megye,Település típusa,Szavazókör db,Névjegyzékben szereplő választópolgárok száma,Megjelentek száma,Bélyegző nélküli szavazólapok száma,Lebélyegzett szavazólapok száma,"Érvénytelen, lebélyegzett szavazólapok száma",Érvényes szavazólapok száma,MSZP-PÁRBESZÉD,MKKP,JOBBIK,FIDESZ,MOMENTUM,DK,MI HAZÁNK,MUNKÁSPÁRT,LMP
Bátya,Bács-Kiskun,Község,2,1692,672,0,672,0,672,21,7,52,418,31,99,30,0,14
Bócsa,Bács-Kiskun,Község,2,1486,581,0,581,5,576,35,14,42,361,37,43,25,3,16
Borota,Bács-Kiskun,Község,1,1062,366,0,366,3,363,20,3,61,210,7,39,14,2,7
Bugac,Bács-Kiskun,Község,3,2166,821,0,821,3,818,31,9,46,584,34,52,36,5,21
Bugacpusztaháza,Bács-Kiskun,Község,1,219,87,0,87,0,87,6,1,7,63,2,3,0,1,4
Császártöltés,Bács-Kiskun,Község,3,1918,805,0,805,6,799,33,8,130,411,51,124,31,2,9
Csátalja,Bács-Kiskun,Község,2,1211,479,0,479,6,473,26,2,42,313,25,41,12,5,7
Csávoly,Bács-Kiskun,Község,2,1458,520,0,520,4,516,36,9,33,326,34,51,23,1,3
Csengőd,Bács-Kiskun,Község,2,1699,691,0,691,9,682,15,8,35,502,34,48,30,1,9
Csikéria,Bács-Kiskun,Község,1,658,233,0,233,1,232,6,4,28,140,6,25,16,1,6
Csólyospálos,Bács-Kiskun,Község,2,1269,475,0,475,5,470,13,10,14,386,15,16,9,3,4
Dávod,Bács-Kiskun,Község,3,1700,680,0,680,7,673,35,8,45,427,26,86,26,4,16
Drágszél,Bács-Kiskun,Község,1,275,119,0,119,1,118,6,0,13,70,4,20,4,0,1
Dunaegyháza,Bács-Kiskun,Község,2,1208,364,0,364,0,364,16,7,46,209,9,55,14,1,7
Dunafalva,Bács-Kiskun,Község,1,752,304,0,304,5,299,10,5,17,197,19,27,17,4,3
Dunapataj,Bács-Kiskun,Község,3,2693,999,0,998,9,989,53,12,73,588,49,178,15,0,21
Dunaszentbenedek,Bács-Kiskun,Község,1,672,254,0,254,4,250,6,2,27,169,10,18,9,2,7
Dunatetétlen,Bács-Kiskun,Község,1,467,140,0,140,2,138,3,0,10,81,12,25,4,0,3
Dunavecse,Bács-Kiskun,Város,4,3143,997,0,997,7,990,56,17,89,532,55,176,42,4,19
Dusnok,Bács-Kiskun,Község,3,2470,953,0,953,1,952,14,12,53,693,45,80,39,2,14
Érsekcsanád,Bács-Kiskun,Község,2,2322,807,0,807,2,805,30,20,30,544,53,86,22,1,19
Érsekhalma,Bács-Kiskun,Község,1,508,180,0,180,0,180,9,5,24,75,13,46,5,1,2
Fajsz,Bács-Kiskun,Község,2,1381,505,0,505,2,503,19,7,46,304,39,59,24,4,1
Felsőlajos,Bács-Kiskun,Község,1,785,304,0,304,0,304,12,6,28,207,13,27,5,5,1
Felsőszentiván,Bács-Kiskun,Község,2,1551,582,0,582,2,580,31,9,45,317,51,94,16,5,12
Foktő,Bács-Kiskun,Község,2,1309,485,0,485,3,482,16,9,54,262,28,67,30,4,12
Fülöpháza,Bács-Kiskun,Község,1,724,316,0,316,2,314,7,3,26,212,19,25,10,1,11
Fülöpjakab,Bács-Kiskun,Község,1,929,393,0,393,1,392,5,19,28,265,16,24,28,1,6
Fülöpszállás,Bács-Kiskun,Község,2,1824,634,1,633,8,625,43,8,48,421,22,52,26,2,3
Gara,Bács-Kiskun,Község,2,1661,547,0,547,3,544,37,9,42,313,34,85,11,1,12
Gátér,Bács-Kiskun,Község,1,782,341,0,341,5,336,29,12,32,205,7,29,12,4,6
Géderlak,Bács-Kiskun,Község,1,799,309,0,309,2,307,20,5,31,192,9,44,3,1,2
Hajós,Bács-Kiskun,Város,3,2442,993,0,993,5,988,41,22,109,559,92,109,36,3,17
Harkakötöny,Bács-Kiskun,Község,1,704,317,0,317,3,314,12,8,17,211,7,31,25,0,3
Harta,Bács-Kiskun,Község,5,2892,1337,0,1337,5,1332,64,24,109,614,110,341,39,7,24
Helvécia,Bács-Kiskun,Község,3,3710,1330,0,1330,6,1324,63,31,92,810,94,141,53,3,37
Hercegszántó,Bács-Kiskun,Község,2,1637,568,0,568,4,564,33,5,50,363,24,58,19,1,11
Homokmégy,Bács-Kiskun,Község,4,1105,478,0,478,4,474,35,11,72,266,18,49,17,2,4
Imrehegy,Bács-Kiskun,Község,1,539,194,0,194,0,194,4,3,22,146,3,8,8,0,0
Izsák,Bács-Kiskun,Város,6,4752,1754,0,1754,14,1740,69,39,99,1258,75,123,50,5,22
Jakabszállás,Bács-Kiskun,Község,2,2169,853,0,853,11,842,47,14,53,576,35,69,26,3,19
Jánoshalma,Bács-Kiskun,Város,8,6943,2620,5,2624,73,2551,130,40,329,1490,115,264,149,11,23
Jászszentlászló,Bács-Kiskun,Község,2,2046,808,0,808,3,805,59,15,41,544,35,57,27,6,21
Kalocsa,Bács-Kiskun,Város,17,13219,5950,0,5950,36,5914,406,133,595,2673,529,1288,168,18,104
Kaskantyú,Bács-Kiskun,Község,1,815,319,0,319,5,314,8,7,20,232,7,28,6,0,6
Katymár,Bács-Kiskun,Község,2,1486,426,0,426,5,421,39,4,38,238,17,62,16,2,5
Kecel,Bács-Kiskun,Város,8,6860,2648,0,2648,24,2624,86,37,339,1656,142,226,107,15,16
Kecskemét,Bács-Kiskun,Megyei jogú város,96,86995,37422,10,37405,170,37235,2214,1131,2165,18908,4043,6237,1164,129,1244
Kelebia,Bács-Kiskun,Község,4,2095,738,0,738,1,737,50,13,43,426,36,80,78,1,10
Kéleshalom,Bács-Kiskun,Község,1,357,126,0,126,1,125,2,4,29,76,2,5,6,0,1
Kerekegyháza,Bács-Kiskun,Város,5,5127,1935,0,1935,6,1929,71,29,154,1275,107,167,61,6,59
Kiskőrös,Bács-Kiskun,Város,16,11487,5329,0,5326,27,5299,201,111,273,3646,333,496,156,13,70
Kiskunfélegyháza,Bács-Kiskun,Város,31,24350,10077,3,10069,51,10018,693,249,658,5752,749,1334,276,49,258
Kiskunhalas,Bács-Kiskun,Város,30,22618,9016,0,9014,45,8969,425,223,597,5127,572,1319,499,46,161
Kiskunmajsa,Bács-Kiskun,Város,10,9020,3348,0,3348,11,3337,127,46,218,2226,187,332,149,4,48
Kisszállás,Bács-Kiskun,Község,3,2013,659,0,659,6,653,25,11,58,409,25,70,42,5,8
Kömpöc,Bács-Kiskun,Község,1,557,246,0,246,3,243,6,2,9,184,3,17,21,0,1
Kunadacs,Bács-Kiskun,Község,1,1224,380,0,380,3,377,16,1,26,280,10,28,13,0,3
Kunbaja,Bács-Kiskun,Község,2,1248,424,0,424,1,423,24,3,65,239,21,58,10,0,3
Kunbaracs,Bács-Kiskun,Község,1,512,163,0,163,1,162,6,3,10,102,12,12,9,1,7
Kunfehértó,Bács-Kiskun,Község,3,1840,767,0,767,3,764,32,22,97,401,43,111,39,3,16
Kunpeszér,Bács-Kiskun,Község,1,579,243,0,243,1,242,11,2,23,164,6,22,8,5,1
Kunszállás,Bács-Kiskun,Község,1,1371,545,0,545,6,539,25,13,35,366,21,55,16,2,6
Kunszentmiklós,Bács-Kiskun,Város,8,6717,2556,0,2551,17,2534,117,37,140,1762,115,204,113,8,38
Ladánybene,Bács-Kiskun,Község,1,1378,516,0,516,15,501,22,15,44,320,23,36,29,0,12
Lajosmizse,Bács-Kiskun,Város,9,9217,3219,0,3218,13,3205,113,72,231,2122,159,315,127,6,60
Lakitelek,Bács-Kiskun,Község,5,3841,1512,0,1512,10,1502,68,49,78,936,85,190,70,6,20
Madaras,Bács-Kiskun,Község,3,2311,722,0,722,5,717,63,11,53,431,33,69,39,1,17
Mátételke,Bács-Kiskun,Község,1,411,139,0,139,1,138,1,0,11,93,3,14,12,1,3
Mélykút,Bács-Kiskun,Város,6,4143,1514,0,1514,9,1505,52,35,155,901,78,143,110,13,18
Miske,Bács-Kiskun,Község,2,1386,649,0,649,3,646,29,13,54,390,43,78,21,2,16
Móricgát,Bács-Kiskun,Község,1,370,192,0,192,2,190,7,0,9,141,10,15,4,1,3
Nagybaracska,Bács-Kiskun,Község,2,1898,604,0,604,7,597,16,3,34,424,13,69,33,0,5
Nemesnádudvar,Bács-Kiskun,Község,2,1498,527,0,527,5,522,16,12,24,363,32,47,21,0,7
Nyárlőrinc,Bács-Kiskun,Község,2,1877,683,2,681,4,677,27,13,38,448,41,62,31,4,13
Ordas,Bács-Kiskun,Község,1,378,179,0,179,2,177,9,2,18,106,7,22,7,2,4
Orgovány,Bács-Kiskun,Község,3,2672,862,0,862,6,856,35,16,63,582,43,69,32,3,13
Öregcsertő,Bács-Kiskun,Község,1,644,223,0,223,3,220,14,2,24,122,5,44,3,5,1
Páhi,Bács-Kiskun,Község,1,949,347,0,347,2,345,19,1,23,256,9,25,5,0,7
Pálmonostora,Bács-Kiskun,Község,2,1431,543,0,543,9,534,18,7,25,382,29,46,11,6,10
Petőfiszállás,Bács-Kiskun,Község,2,1241,482,0,483,10,473,23,11,30,339,11,26,23,1,9
Pirtó,Bács-Kiskun,Község,1,785,274,0,274,5,269,5,3,19,179,9,40,11,0,3
Rém,Bács-Kiskun,Község,1,1023,326,0,326,3,323,22,11,19,194,15,39,18,1,4
Solt,Bács-Kiskun,Város,6,5251,2014,0,2011,8,2003,85,29,247,1197,91,272,49,4,29
Soltszentimre,Bács-Kiskun,Község,1,1054,375,0,375,4,371,7,6,34,254,14,37,13,3,3
Soltvadkert,Bács-Kiskun,Város,6,5867,2373,0,2373,7,2366,66,41,142,1678,132,188,77,5,37
Sükösd,Bács-Kiskun,Község,3,2962,1154,0,1154,11,1143,59,20,88,724,61,109,65,5,12
Szabadszállás,Bács-Kiskun,Város,8,5060,1631,1,1629,11,1618,83,30,140,998,84,188,55,12,28
Szakmár,Bács-Kiskun,Község,1,995,417,0,417,7,410,18,6,44,216,32,66,19,4,5
Szalkszentmárton,Bács-Kiskun,Község,3,2318,763,0,763,4,759,28,2,54,525,26,88,19,3,14
Szank,Bács-Kiskun,Község,2,1940,821,0,821,4,817,38,12,54,603,30,47,24,1,8
Szentkirály,Bács-Kiskun,Község,2,1503,650,0,650,1,649,18,14,27,479,22,48,21,5,15
Szeremle,Bács-Kiskun,Község,1,1150,431,0,431,0,431,15,12,24,313,19,29,13,0,6
Tabdi,Bács-Kiskun,Község,1,906,348,0,348,1,347,15,6,37,229,20,25,11,0,4
Tass,Bács-Kiskun,Község,2,2351,791,0,790,5,785,25,9,44,562,27,87,22,2,7
Tataháza,Bács-Kiskun,Község,1,968,343,0,343,2,341,25,6,32,187,14,42,25,0,10
Tázlár,Bács-Kiskun,Község,2,1385,566,0,567,12,555,10,4,45,426,14,29,21,0,6
Tiszaalpár,Bács-Kiskun,Község,6,3978,1383,0,1383,10,1373,56,39,124,895,53,134,43,6,23
Tiszakécske,Bács-Kiskun,Város,10,9293,3685,0,3682,12,3670,172,76,196,2403,215,423,107,17,61
Tiszaug,Bács-Kiskun,Község,1,666,260,0,260,6,254,14,8,13,162,4,42,8,3,0
Tompa,Bács-Kiskun,Város,5,3718,1172,0,1172,8,1164,46,17,116,702,64,122,83,3,11
Újsolt,Bács-Kiskun,Község,1,165,77,0,77,0,77,7,2,11,38,5,10,3,1,0
Újtelek,Bács-Kiskun,Község,1,316,171,0,171,3,168,5,2,22,110,5,12,8,2,2
Uszód,Bács-Kiskun,Község,1,778,310,0,310,4,306,10,2,20,187,14,59,8,1,5
Városföld,Bács-Kiskun,Község,2,1824,724,0,724,2,722,30,12,57,476,40,65,28,3,11
Vaskút,Bács-Kiskun,Község,3,2827,1128,0,1128,1,1127,50,24,62,743,53,141,30,6,18
Zsana,Bács-Kiskun,Község,1,627,232,0,232,0,232,6,3,18,169,4,15,11,0,6
Almáskamarás,Békés,Község,1,689,222,0,222,3,219,7,1,36,141,8,20,6,0,0
Battonya,Békés,Város,6,4537,1401,0,1401,7,1394,99,34,169,660,61,296,46,12,17
Békés,Békés,Város,16,15658,5814,0,5813,37,5776,267,86,360,3666,304,712,264,23,94
Békéscsaba,Békés,Megyei jogú város,68,48736,21675,7,21659,108,21551,1340,596,1364,10011,2226,4357,907,110,640
Békéssámson,Békés,Község,3,1920,684,0,684,4,680,27,15,73,415,34,63,27,17,9
Békésszentandrás,Békés,Község,7,3095,1366,0,1366,12,1354,89,29,149,730,79,161,73,22,22
Bélmegyer,Békés,Község,1,810,287,0,287,5,282,21,4,21,182,11,23,14,2,4
Biharugra,Békés,Község,1,789,372,0,371,2,369,14,3,25,284,4,29,5,0,5
Bucsa,Békés,Község,2,1803,536,0,536,2,534,33,7,49,361,20,45,10,2,7
Csabacsűd,Békés,Község,3,1463,576,0,576,0,576,54,10,61,299,39,71,30,5,7
Csabaszabadi,Békés,Község,1,252,110,0,110,0,110,5,2,13,62,7,16,4,0,1
Csanádapáca,Békés,Község,2,2074,734,0,734,2,732,37,7,93,392,54,96,40,5,8
Csárdaszállás,Békés,Község,1,357,170,0,170,1,169,12,6,23,90,4,27,4,1,2
Csorvás,Békés,Város,5,4049,1404,0,1402,6,1396,71,32,110,751,39,284,78,11,20
Dévaványa,Békés,Város,8,6104,1887,0,1887,12,1875,78,35,163,1134,114,222,87,8,34
Doboz,Békés,Község,5,3432,1123,0,1122,12,1110,57,16,82,659,53,160,44,14,25
Dombegyház,Békés,Község,3,1696,601,0,601,5,596,22,6,67,339,21,102,21,9,9
Dombiratos,Békés,Község,1,483,214,0,214,2,212,14,3,19,116,3,45,5,4,3
Ecsegfalva,Békés,Község,1,1021,274,0,274,1,273,8,4,34,160,12,40,11,2,2
Elek,Békés,Város,6,3741,1250,1,1249,15,1234,115,14,113,703,57,184,26,9,13
Füzesgyarmat,Békés,Város,5,4616,1683,0,1683,21,1662,108,25,179,829,107,274,87,14,39
Gádoros,Békés,Község,3,2958,966,0,966,7,959,66,16,76,526,37,158,63,7,10
Gerendás,Békés,Község,2,1035,484,0,484,2,482,31,7,29,304,11,74,20,1,5
Geszt,Békés,Község,1,584,173,0,173,0,173,4,2,15,134,0,11,4,2,1
Gyomaendrőd,Békés,Város,17,10983,3888,0,3888,22,3866,245,97,276,1962,277,748,168,26,67
Gyula,Békés,Város,30,24903,10778,3,10772,60,10712,652,266,667,5429,889,2159,343,71,236
Hunya,Békés,Község,1,537,233,0,233,1,232,12,1,12,152,5,39,7,0,4
Kamut,Békés,Község,2,876,386,1,385,7,378,19,6,42,209,23,46,21,6,6
Kardos,Békés,Község,1,483,234,0,234,3,231,13,7,22,141,7,23,13,1,4
Kardoskút,Békés,Község,1,688,244,0,244,0,244,23,6,22,116,17,38,12,6,4
Kaszaper,Békés,Község,3,1510,585,0,585,4,581,34,11,85,298,32,75,30,3,13
Kertészsziget,Békés,Község,1,309,104,0,104,1,103,4,1,8,63,1,16,4,2,4
Kétegyháza,Békés,Község,4,2946,933,1,932,6,926,41,20,63,414,58,268,49,1,12
Kétsoprony,Békés,Község,2,1118,549,0,549,6,543,6,13,30,383,21,42,30,2,16
Kevermes,Békés,Község,2,1466,524,0,524,4,520,23,6,58,318,19,59,28,4,5
Kisdombegyház,Békés,Község,1,398,151,0,151,3,148,5,1,15,109,1,11,5,0,1
Kondoros,Békés,Város,7,4155,1638,1,1637,11,1626,60,42,103,1024,90,211,46,10,40
Körösladány,Békés,Város,4,3574,1075,0,1075,7,1068,73,20,89,630,50,129,52,5,20
Körösnagyharsány,Békés,Község,1,492,186,0,186,3,183,7,2,5,135,5,19,5,1,4
Köröstarcsa,Békés,Község,3,2048,670,0,670,5,665,24,11,70,396,32,88,26,8,10
Körösújfalu,Békés,Község,1,404,129,0,129,0,129,5,4,11,97,1,5,3,2,1
Kötegyán,Békés,Község,2,1199,429,0,429,8,421,32,7,33,285,6,34,19,3,2
Kunágota,Békés,Község,3,2142,654,0,655,13,642,35,4,72,393,17,86,20,4,11
Lőkösháza,Békés,Község,2,1436,521,0,519,3,516,27,14,45,245,18,138,21,5,3
Magyarbánhegyes,Békés,Község,3,1683,550,0,550,4,546,26,9,77,302,15,89,21,3,4
Magyardombegyház,Békés,Község,1,184,73,0,73,0,73,4,1,3,55,3,5,2,0,0
Medgyesbodzás,Békés,Község,2,798,300,0,300,1,299,18,3,41,181,7,31,12,4,2
Medgyesegyháza,Békés,Város,4,2864,1190,0,1188,13,1175,100,22,218,550,54,157,54,5,15
Méhkerék,Békés,Község,2,1737,603,0,603,8,595,43,5,28,347,20,138,1,5,8
Mezőberény,Békés,Város,8,8221,2907,0,2906,17,2889,162,58,301,1353,201,585,119,19,91
Mezőgyán,Békés,Község,2,858,295,0,295,1,294,25,3,13,157,14,59,16,4,3
Mezőhegyes,Békés,Város,6,4262,1614,0,1614,7,1607,136,31,137,740,93,383,35,14,38
Mezőkovácsháza,Békés,Város,5,4775,1815,0,1814,7,1807,107,28,162,980,98,308,87,9,28
Murony,Békés,Község,2,1031,332,0,332,0,332,19,9,24,179,23,65,10,0,3
Nagybánhegyes,Békés,Község,1,1058,465,0,465,2,463,24,6,44,294,14,53,18,6,4
Nagykamarás,Békés,Község,3,1070,343,0,343,0,343,16,2,55,201,7,43,14,2,3
Nagyszénás,Békés,Község,4,4109,1599,0,1598,7,1591,99,22,152,857,110,227,82,15,27
Okány,Békés,Község,2,1886,549,0,549,4,545,42,5,47,337,18,60,25,3,8
Orosháza,Békés,Város,37,23443,9866,1,9862,43,9819,807,214,1097,4757,721,1639,323,88,173
Örménykút,Békés,Község,1,309,136,0,136,0,136,7,3,10,85,3,22,4,0,2
Pusztaföldvár,Békés,Község,2,1311,469,0,469,4,465,18,9,63,255,15,56,28,18,3
Pusztaottlaka,Békés,Község,2,300,158,0,158,3,155,13,2,16,107,1,13,2,1,0
Sarkad,Békés,Város,8,7945,2535,0,2535,17,2518,140,47,242,1538,113,295,82,16,45
Sarkadkeresztúr,Békés,Község,4,1298,471,0,471,3,468,40,5,26,281,18,82,8,2,6
Szabadkígyós,Békés,Község,3,2180,830,0,830,2,828,40,26,83,441,51,123,46,7,11
Szarvas,Békés,Város,18,13051,5495,0,5495,27,5468,367,137,579,2779,420,719,315,33,119
Szeghalom,Békés,Város,7,7346,2447,0,2447,12,2435,211,53,221,1136,197,439,112,12,54
Tarhos,Békés,Község,1,677,261,0,261,3,258,5,3,34,178,4,27,6,0,1
Telekgerendás,Békés,Község,2,1294,531,1,530,2,528,13,12,54,286,24,102,29,0,8
Tótkomlós,Békés,Város,8,4768,2095,0,2095,14,2081,164,48,199,1026,140,345,91,33,35
Újkígyós,Békés,Város,6,4202,1493,0,1493,9,1484,51,31,176,793,78,255,63,9,28
Újszalonta,Békés,Község,1,84,35,0,35,0,35,1,2,6,21,0,4,1,0,0
Végegyháza,Békés,Község,2,1048,378,0,378,2,376,26,6,68,192,10,46,23,0,5
Vésztő,Békés,Város,7,5425,1584,0,1584,10,1574,55,25,163,1064,65,132,45,7,18
Zsadány,Békés,Község,2,1249,439,0,439,4,435,27,11,50,260,8,58,13,3,5
Abaújalpár,Borsod-Abaúj-Zemplén,Község,1,62,25,0,25,0,25,1,0,2,16,1,2,2,0,1
Abaújkér,Borsod-Abaúj-Zemplén,Község,2,486,166,0,165,0,165,7,4,22,99,4,18,7,1,3
Abaújlak,Borsod-Abaúj-Zemplén,Község,1,85,38,0,38,0,38,1,0,5,30,1,1,0,0,0
Abaújszántó,Borsod-Abaúj-Zemplén,Város,3,2420,793,0,793,1,792,31,14,152,419,40,88,26,6,16
Abaújszolnok,Borsod-Abaúj-Zemplén,Község,1,110,38,0,38,0,38,6,0,0,32,0,0,0,0,0
Abaújvár,Borsod-Abaúj-Zemplén,Község,1,139,52,0,52,0,52,2,0,5,38,2,4,0,0,1
Abod,Borsod-Abaúj-Zemplén,Község,1,144,64,0,64,0,64,2,1,2,51,2,1,3,0,2
Aggtelek,Borsod-Abaúj-Zemplén,Község,1,454,226,0,226,1,225,6,4,34,134,15,23,4,0,5
Alacska,Borsod-Abaúj-Zemplén,Község,1,624,163,0,163,0,163,8,4,31,85,10,16,7,1,1
Alsóberecki,Borsod-Abaúj-Zemplén,Község,1,612,208,0,208,0,208,7,4,22,104,10,42,16,2,1
Alsódobsza,Borsod-Abaúj-Zemplén,Község,1,254,117,0,117,1,116,2,1,11,82,1,11,6,1,1
Alsógagy,Borsod-Abaúj-Zemplén,Község,1,71,43,0,43,0,43,8,0,7,21,1,3,3,0,0
Alsóregmec,Borsod-Abaúj-Zemplén,Község,1,159,86,0,86,1,85,6,1,10,43,3,13,5,0,4
Alsószuha,Borsod-Abaúj-Zemplén,Község,1,348,153,0,153,2,151,2,1,28,91,7,13,5,3,1
Alsótelekes,Borsod-Abaúj-Zemplén,Község,1,110,61,0,61,0,61,2,0,3,27,0,22,1,0,6
Alsóvadász,Borsod-Abaúj-Zemplén,Község,1,1108,299,0,299,1,298,11,3,32,195,3,30,21,0,3
Alsózsolca,Borsod-Abaúj-Zemplén,Város,5,4296,1486,0,1485,11,1474,80,23,236,794,59,207,43,7,25
Arka,Borsod-Abaúj-Zemplén,Község,1,70,48,0,48,0,48,2,1,7,28,1,5,4,0,0
Arló,Borsod-Abaúj-Zemplén,Község,3,2640,447,0,447,2,445,26,4,74,232,20,51,25,8,5
Arnót,Borsod-Abaúj-Zemplén,Község,2,1944,896,0,896,3,893,36,24,101,497,60,122,36,1,16
Ároktő,Borsod-Abaúj-Zemplén,Község,1,829,311,0,311,2,309,21,4,23,208,3,27,16,5,2
Aszaló,Borsod-Abaúj-Zemplén,Község,2,1395,499,0,499,2,497,12,3,49,334,12,47,26,7,7
Baktakék,Borsod-Abaúj-Zemplén,Község,1,551,170,1,169,1,168,10,3,20,106,4,16,7,0,2
Balajt,Borsod-Abaúj-Zemplén,Község,1,339,102,0,102,4,98,9,1,6,61,5,9,3,4,0
Bánhorváti,Borsod-Abaúj-Zemplén,Község,2,1138,439,0,439,1,438,21,4,33,250,29,68,27,4,2
Bánréve,Borsod-Abaúj-Zemplén,Község,1,992,348,0,348,2,346,31,5,50,150,31,69,7,0,3
Baskó,Borsod-Abaúj-Zemplén,Község,1,147,86,0,86,0,86,2,1,8,68,3,4,0,0,0
Becskeháza,Borsod-Abaúj-Zemplén,Község,1,32,27,0,27,0,27,2,2,5,15,0,3,0,0,0
Bekecs,Borsod-Abaúj-Zemplén,Község,2,2004,793,0,793,2,791,35,13,117,368,42,145,48,0,23
Berente,Borsod-Abaúj-Zemplén,Község,1,942,282,0,282,1,281,19,7,60,92,8,64,23,5,3
Beret,Borsod-Abaúj-Zemplén,Község,1,205,49,0,49,0,49,7,2,7,26,2,3,0,2,0
Berzék,Borsod-Abaúj-Zemplén,Község,1,764,215,1,214,3,211,5,3,33,141,5,16,6,1,1
Bodroghalom,Borsod-Abaúj-Zemplén,Község,1,1037,240,0,240,0,240,18,3,25,117,16,57,0,2,2
Bodrogkeresztúr,Borsod-Abaúj-Zemplén,Község,1,911,406,0,406,4,402,20,6,32,248,21,61,11,0,3
Bodrogkisfalud,Borsod-Abaúj-Zemplén,Község,1,724,261,0,261,1,260,16,8,23,141,18,33,14,2,5
Bodrogolaszi,Borsod-Abaúj-Zemplén,Község,1,717,227,0,227,1,226,12,4,35,135,10,19,4,0,7
Bódvalenke,Borsod-Abaúj-Zemplén,Község,1,147,62,0,62,0,62,2,0,0,59,1,0,0,0,0
Bódvarákó,Borsod-Abaúj-Zemplén,Község,1,77,41,0,41,1,40,0,2,3,30,0,3,2,0,0
Bódvaszilas,Borsod-Abaúj-Zemplén,Község,1,842,411,0,411,1,410,21,4,41,260,13,51,17,1,2
Bogács,Borsod-Abaúj-Zemplén,Község,2,1649,685,0,685,5,680,54,9,62,405,45,61,40,1,3
Boldogkőújfalu,Borsod-Abaúj-Zemplén,Község,1,379,78,0,78,2,76,1,0,7,52,4,3,8,0,1
Boldogkőváralja,Borsod-Abaúj-Zemplén,Község,1,768,294,0,294,1,293,17,5,22,170,22,46,4,4,3
Boldva,Borsod-Abaúj-Zemplén,Község,2,1795,523,0,523,2,521,32,7,74,274,24,79,22,4,5
Borsodbóta,Borsod-Abaúj-Zemplén,Község,1,634,158,0,158,3,155,9,1,23,34,6,60,2,15,5
Borsodgeszt,Borsod-Abaúj-Zemplén,Község,1,243,116,0,116,1,115,1,1,9,82,10,6,5,1,0
Borsodivánka,Borsod-Abaúj-Zemplén,Község,1,435,217,0,217,0,217,28,6,32,100,3,39,6,0,3
Borsodnádasd,Borsod-Abaúj-Zemplén,Város,4,2434,800,0,800,6,794,51,11,101,423,24,133,34,5,12
Borsodszentgyörgy,Borsod-Abaúj-Zemplén,Község,1,981,309,0,309,2,307,16,3,46,179,13,31,12,1,6
Borsodszirák,Borsod-Abaúj-Zemplén,Község,1,921,226,0,226,1,225,9,6,29,141,5,18,11,4,2
Bózsva,Borsod-Abaúj-Zemplén,Község,1,162,86,0,86,1,85,8,4,7,44,2,10,8,2,0
Bőcs,Borsod-Abaúj-Zemplén,Község,3,2138,809,0,809,4,805,29,12,130,472,30,75,43,3,11
Bükkábrány,Borsod-Abaúj-Zemplén,Község,2,1359,598,0,598,1,597,29,6,32,372,33,59,57,3,6
Bükkaranyos,Borsod-Abaúj-Zemplén,Község,1,1212,430,0,430,2,428,14,11,69,224,30,54,17,0,9
Bükkmogyorósd,Borsod-Abaúj-Zemplén,Község,1,124,76,0,76,1,75,2,0,12,40,0,15,3,0,3
Bükkszentkereszt,Borsod-Abaúj-Zemplén,Község,1,1018,460,0,460,1,459,24,9,35,265,31,56,18,5,16
Bükkzsérc,Borsod-Abaúj-Zemplén,Község,1,841,362,0,362,2,360,13,9,26,228,20,29,28,2,5
Büttös,Borsod-Abaúj-Zemplén,Község,1,162,68,0,68,1,67,4,0,5,48,5,4,1,0,0
Cigánd,Borsod-Abaúj-Zemplén,Város,3,2322,550,0,550,4,546,26,9,71,288,20,109,15,2,6
Csenyéte,Borsod-Abaúj-Zemplén,Község,1,260,58,0,58,1,57,0,0,0,57,0,0,0,0,0
Cserépfalu,Borsod-Abaúj-Zemplén,Község,1,833,403,0,403,1,402,11,11,51,255,19,43,10,1,1
Cserépváralja,Borsod-Abaúj-Zemplén,Község,1,358,182,0,182,4,178,9,4,13,91,5,34,18,2,2
Csernely,Borsod-Abaúj-Zemplén,Község,1,551,173,0,173,1,172,10,4,28,93,10,17,8,0,2
